sample_id,global_subject_id,original_id,batch,activity,is_multi_activity,session,source_file,window_id,window_start_row,window_end_row,split,notes,processed_path,n_beats,n_peaks,reused
8238,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,5,12800,17920,train,,processed\S047\008238.npz,19,20,False
8239,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,6,15360,20480,train,,processed\S047\008239.npz,20,21,False
8240,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,7,17920,23040,train,,processed\S047\008240.npz,20,21,False
8241,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,8,20480,25600,train,,processed\S047\008241.npz,16,16,False
8242,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,9,23040,28160,train,,processed\S047\008242.npz,16,17,False
8243,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,10,25600,30720,train,,processed\S047\008243.npz,15,15,False
8244,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,11,28160,33280,train,,processed\S047\008244.npz,16,17,False
8245,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,12,30720,35840,train,,processed\S047\008245.npz,15,16,False
8246,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,13,33280,38400,train,,processed\S047\008246.npz,10,10,False
8247,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,14,35840,40960,train,,processed\S047\008247.npz,13,13,False
8248,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,15,38400,43520,train,,processed\S047\008248.npz,16,17,False
8249,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,16,40960,46080,train,,processed\S047\008249.npz,17,18,False
8250,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,17,43520,48640,train,,processed\S047\008250.npz,16,17,False
8251,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,18,46080,51200,train,,processed\S047\008251.npz,14,15,False
8252,S047,igor,5,skipping,False,1,batch5\skipping\jumping-igor.csv,19,48640,53760,train,,processed\S047\008252.npz,17,17,False
8253,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,0,0,5120,train,,processed\S045\008253.npz,17,18,False
8254,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,1,2560,7680,train,,processed\S045\008254.npz,18,19,False
8255,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,2,5120,10240,train,,processed\S045\008255.npz,19,20,False
8256,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,3,7680,12800,train,,processed\S045\008256.npz,19,20,False
8257,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,4,10240,15360,train,,processed\S045\008257.npz,20,21,False
8258,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,5,12800,17920,train,,processed\S045\008258.npz,21,21,False
8259,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,6,15360,20480,train,,processed\S045\008259.npz,21,22,False
8260,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,7,17920,23040,train,,processed\S045\008260.npz,22,23,False
8261,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,8,20480,25600,train,,processed\S045\008261.npz,22,23,False
8262,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,9,23040,28160,train,,processed\S045\008262.npz,23,24,False
8263,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,10,25600,30720,train,,processed\S045\008263.npz,24,24,False
8264,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,11,28160,33280,train,,processed\S045\008264.npz,25,26,False
8265,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,12,30720,35840,train,,processed\S045\008265.npz,25,26,False
8266,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,13,33280,38400,train,,processed\S045\008266.npz,25,26,False
8267,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,14,35840,40960,train,,processed\S045\008267.npz,25,26,False
8268,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,15,38400,43520,train,,processed\S045\008268.npz,26,27,False
8269,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,16,40960,46080,train,,processed\S045\008269.npz,26,27,False
8270,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,17,43520,48640,train,,processed\S045\008270.npz,26,27,False
8271,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,18,46080,51200,train,,processed\S045\008271.npz,26,27,False
8272,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,19,48640,53760,train,,processed\S045\008272.npz,26,27,False
8273,S045,chyntia,5,skipping,False,1,batch5\skipping\skipping-chyntia.csv,20,51200,56320,train,,processed\S045\008273.npz,26,27,False
8274,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,0,0,5120,train,,processed\S046\008274.npz,17,18,False
8275,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,1,2560,7680,train,,processed\S046\008275.npz,19,20,False
8276,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,2,5120,10240,train,,processed\S046\008276.npz,20,21,False
8277,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,3,7680,12800,train,,processed\S046\008277.npz,21,22,False
8278,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,4,10240,15360,train,,processed\S046\008278.npz,21,22,False
8279,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,5,12800,17920,train,,processed\S046\008279.npz,21,22,False
8280,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,6,15360,20480,train,,processed\S046\008280.npz,22,23,False
8281,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,7,17920,23040,train,,processed\S046\008281.npz,21,23,False
8282,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,8,20480,25600,train,,processed\S046\008282.npz,20,21,False
8283,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,9,23040,28160,train,,processed\S046\008283.npz,22,23,False
8284,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,10,25600,30720,train,,processed\S046\008284.npz,23,24,False
8285,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,11,28160,33280,train,,processed\S046\008285.npz,24,25,False
8286,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,12,30720,35840,train,,processed\S046\008286.npz,23,24,False
8287,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,13,33280,38400,train,,processed\S046\008287.npz,24,25,False
8288,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,14,35840,40960,train,,processed\S046\008288.npz,22,23,False
8289,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,15,38400,43520,train,,processed\S046\008289.npz,25,26,False
8290,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,16,40960,46080,train,,processed\S046\008290.npz,25,26,False
8291,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,17,43520,48640,train,,processed\S046\008291.npz,24,25,False
8292,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,18,46080,51200,train,,processed\S046\008292.npz,24,25,False
8293,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,19,48640,53760,train,,processed\S046\008293.npz,24,25,False
8294,S046,henri,5,skipping,False,1,batch5\skipping\skipping-henri.csv,20,51200,56320,train,,processed\S046\008294.npz,21,22,False
8295,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,0,0,5120,train,,processed\S048\008295.npz,15,15,False
8296,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,1,2560,7680,train,,processed\S048\008296.npz,17,18,False
8297,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,2,5120,10240,train,,processed\S048\008297.npz,17,18,False
8298,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,3,7680,12800,train,,processed\S048\008298.npz,18,18,False
8299,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,4,10240,15360,train,,processed\S048\008299.npz,18,18,False
8300,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,5,12800,17920,train,,processed\S048\008300.npz,18,19,False
8301,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,6,15360,20480,train,,processed\S048\008301.npz,18,18,False
8302,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,7,17920,23040,train,,processed\S048\008302.npz,18,19,False
8303,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,8,20480,25600,train,,processed\S048\008303.npz,18,19,False
8304,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,9,23040,28160,train,,processed\S048\008304.npz,19,20,False
8305,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,10,25600,30720,train,,processed\S048\008305.npz,19,20,False
8306,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,11,28160,33280,train,,processed\S048\008306.npz,19,20,False
8307,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,12,30720,35840,train,,processed\S048\008307.npz,18,18,False
8308,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,13,33280,38400,train,,processed\S048\008308.npz,18,19,False
8309,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,14,35840,40960,train,,processed\S048\008309.npz,17,18,False
8310,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,15,38400,43520,train,,processed\S048\008310.npz,17,18,False
8311,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,16,40960,46080,train,,processed\S048\008311.npz,17,17,False
8312,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,17,43520,48640,train,,processed\S048\008312.npz,15,15,False
8313,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,18,46080,51200,train,,processed\S048\008313.npz,15,15,False
8314,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,19,48640,53760,train,,processed\S048\008314.npz,19,19,False
8315,S048,joseph,5,skipping,False,1,batch5\skipping\skipping-joseph.csv,20,51200,56320,train,,processed\S048\008315.npz,15,16,False
8316,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,0,0,5120,train,,processed\S049\008316.npz,21,22,False
8317,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,1,2560,7680,train,,processed\S049\008317.npz,22,23,False
8318,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,2,5120,10240,train,,processed\S049\008318.npz,23,24,False
8319,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,3,7680,12800,train,,processed\S049\008319.npz,24,25,False
8320,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,4,10240,15360,train,,processed\S049\008320.npz,24,25,False
8321,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,5,12800,17920,train,,processed\S049\008321.npz,24,25,False
8322,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,6,15360,20480,train,,processed\S049\008322.npz,24,25,False
8323,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,7,17920,23040,train,,processed\S049\008323.npz,24,25,False
8324,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,8,20480,25600,train,,processed\S049\008324.npz,25,26,False
8325,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,9,23040,28160,train,,processed\S049\008325.npz,24,25,False
8326,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,10,25600,30720,train,,processed\S049\008326.npz,24,25,False
8327,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,11,28160,33280,train,,processed\S049\008327.npz,25,26,False
8328,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,12,30720,35840,train,,processed\S049\008328.npz,26,27,False
8329,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,13,33280,38400,train,,processed\S049\008329.npz,25,26,False
8330,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,14,35840,40960,train,,processed\S049\008330.npz,25,26,False
8331,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,15,38400,43520,train,,processed\S049\008331.npz,26,27,False
8332,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,16,40960,46080,train,,processed\S049\008332.npz,25,26,False
8333,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,17,43520,48640,train,,processed\S049\008333.npz,26,27,False
8334,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,18,46080,51200,train,,processed\S049\008334.npz,26,27,False
8335,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,19,48640,53760,train,,processed\S049\008335.npz,26,27,False
8336,S049,michelle,5,skipping,False,1,batch5\skipping\skipping-michelle.csv,20,51200,56320,train,,processed\S049\008336.npz,26,27,False
8337,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,0,0,5120,train,,processed\S050\008337.npz,12,13,False
8338,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,1,2560,7680,train,,processed\S050\008338.npz,13,13,False
8339,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,2,5120,10240,train,,processed\S050\008339.npz,13,14,False
8340,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,3,7680,12800,train,,processed\S050\008340.npz,13,14,False
8341,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,4,10240,15360,train,,processed\S050\008341.npz,16,17,False
8342,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,5,12800,17920,train,,processed\S050\008342.npz,16,17,False
8343,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,6,15360,20480,train,,processed\S050\008343.npz,15,15,False
8344,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,7,17920,23040,train,,processed\S050\008344.npz,13,14,False
8345,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,8,20480,25600,train,,processed\S050\008345.npz,13,13,False
8346,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,9,23040,28160,train,,processed\S050\008346.npz,14,14,False
8347,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,10,25600,30720,train,,processed\S050\008347.npz,14,14,False
8348,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,11,28160,33280,train,,processed\S050\008348.npz,15,16,False
8349,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,12,30720,35840,train,,processed\S050\008349.npz,15,15,False
8350,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,13,33280,38400,train,,processed\S050\008350.npz,13,14,False
8351,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,14,35840,40960,train,,processed\S050\008351.npz,14,14,False
8352,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,15,38400,43520,train,,processed\S050\008352.npz,9,9,False
8353,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,16,40960,46080,train,,processed\S050\008353.npz,12,12,False
8354,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,17,43520,48640,train,,processed\S050\008354.npz,11,12,False
8355,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,18,46080,51200,train,,processed\S050\008355.npz,16,16,False
8356,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,19,48640,53760,train,,processed\S050\008356.npz,13,13,False
8357,S050,rachel,5,skipping,False,1,batch5\skipping\skipping-rachel.csv,20,51200,56320,train,,processed\S050\008357.npz,13,14,False
8358,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,0,0,5120,train,,processed\S051\008358.npz,13,13,False
8359,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,1,2560,7680,train,,processed\S051\008359.npz,15,16,False
8360,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,2,5120,10240,train,,processed\S051\008360.npz,17,18,False
8361,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,3,7680,12800,train,,processed\S051\008361.npz,17,18,False
8362,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,4,10240,15360,train,,processed\S051\008362.npz,19,20,False
8363,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,5,12800,17920,train,,processed\S051\008363.npz,18,19,False
8364,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,6,15360,20480,train,,processed\S051\008364.npz,18,19,False
8365,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,7,17920,23040,train,,processed\S051\008365.npz,19,20,False
8366,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,8,20480,25600,train,,processed\S051\008366.npz,16,17,False
8367,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,9,23040,28160,train,,processed\S051\008367.npz,14,15,False
8368,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,10,25600,30720,train,,processed\S051\008368.npz,18,18,False
8369,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,11,28160,33280,train,,processed\S051\008369.npz,16,16,False
8370,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,12,30720,35840,train,,processed\S051\008370.npz,13,14,False
8371,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,13,33280,38400,train,,processed\S051\008371.npz,12,13,False
8372,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,14,35840,40960,train,,processed\S051\008372.npz,14,14,False
8373,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,15,38400,43520,train,,processed\S051\008373.npz,15,16,False
8374,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,16,40960,46080,train,,processed\S051\008374.npz,12,12,False
8375,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,17,43520,48640,train,,processed\S051\008375.npz,10,11,False
8376,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,18,46080,51200,train,,processed\S051\008376.npz,13,14,False
8377,S051,samuel,5,skipping,False,1,batch5\skipping\skipping-samuel.csv,19,48640,53760,train,,processed\S051\008377.npz,11,11,False
8378,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,0,0,5120,train,,processed\S052\008378.npz,16,17,False
8379,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,1,2560,7680,train,,processed\S052\008379.npz,16,17,False
8380,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,2,5120,10240,train,,processed\S052\008380.npz,17,17,False
8381,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,3,7680,12800,train,,processed\S052\008381.npz,17,17,False
8382,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,4,10240,15360,train,,processed\S052\008382.npz,16,17,False
8383,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,5,12800,17920,train,,processed\S052\008383.npz,16,17,False
8384,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,6,15360,20480,train,,processed\S052\008384.npz,17,18,False
8385,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,7,17920,23040,train,,processed\S052\008385.npz,17,17,False
8386,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,8,20480,25600,train,,processed\S052\008386.npz,16,17,False
8387,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,9,23040,28160,train,,processed\S052\008387.npz,16,16,False
8388,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,10,25600,30720,train,,processed\S052\008388.npz,16,17,False
8389,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,11,28160,33280,train,,processed\S052\008389.npz,15,16,False
8390,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,12,30720,35840,train,,processed\S052\008390.npz,16,16,False
8391,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,13,33280,38400,train,,processed\S052\008391.npz,15,16,False
8392,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,14,35840,40960,train,,processed\S052\008392.npz,15,16,False
8393,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,15,38400,43520,train,,processed\S052\008393.npz,16,16,False
8394,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,16,40960,46080,train,,processed\S052\008394.npz,16,16,False
8395,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,17,43520,48640,train,,processed\S052\008395.npz,15,15,False
8396,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,18,46080,51200,train,,processed\S052\008396.npz,15,16,False
8397,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,19,48640,53760,train,,processed\S052\008397.npz,15,16,False
8398,S052,zebulun,5,skipping,False,1,batch5\skipping\skipping-zebulun.csv,20,51200,56320,train,,processed\S052\008398.npz,15,15,False
8399,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,0,0,5120,train,,processed\S045\008399.npz,20,21,False
8400,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,1,2560,7680,train,,processed\S045\008400.npz,19,20,False
8401,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,2,5120,10240,train,,processed\S045\008401.npz,20,21,False
8402,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,3,7680,12800,train,,processed\S045\008402.npz,20,21,False
8403,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,4,10240,15360,train,,processed\S045\008403.npz,19,20,False
8404,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,5,12800,17920,train,,processed\S045\008404.npz,20,21,False
8405,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,6,15360,20480,train,,processed\S045\008405.npz,20,21,False
8406,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,7,17920,23040,train,,processed\S045\008406.npz,20,21,False
8407,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,8,20480,25600,train,,processed\S045\008407.npz,20,21,False
8408,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,9,23040,28160,train,,processed\S045\008408.npz,20,20,False
8409,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,10,25600,30720,train,,processed\S045\008409.npz,20,20,False
8410,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,11,28160,33280,train,,processed\S045\008410.npz,20,21,False
8411,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,12,30720,35840,train,,processed\S045\008411.npz,20,21,False
8412,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,13,33280,38400,train,,processed\S045\008412.npz,18,19,False
8413,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,14,35840,40960,train,,processed\S045\008413.npz,19,20,False
8414,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,15,38400,43520,train,,processed\S045\008414.npz,19,19,False
8415,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,16,40960,46080,train,,processed\S045\008415.npz,19,20,False
8416,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,17,43520,48640,train,,processed\S045\008416.npz,18,19,False
8417,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,18,46080,51200,train,,processed\S045\008417.npz,19,19,False
8418,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,19,48640,53760,train,,processed\S045\008418.npz,19,19,False
8419,S045,chyntia,5,stairs_down,False,1,batch5\stairs down\climbing-down-chyntia.csv,20,51200,56320,train,,processed\S045\008419.npz,19,20,False
8420,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,0,0,5120,train,,processed\S046\008420.npz,18,19,False
8421,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,1,2560,7680,train,,processed\S046\008421.npz,18,19,False
8422,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,2,5120,10240,train,,processed\S046\008422.npz,18,18,False
8423,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,3,7680,12800,train,,processed\S046\008423.npz,18,19,False
8424,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,4,10240,15360,train,,processed\S046\008424.npz,18,19,False
8425,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,5,12800,17920,train,,processed\S046\008425.npz,18,19,False
8426,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,6,15360,20480,train,,processed\S046\008426.npz,19,20,False
8427,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,7,17920,23040,train,,processed\S046\008427.npz,19,20,False
8428,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,8,20480,25600,train,,processed\S046\008428.npz,19,19,False
8429,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,9,23040,28160,train,,processed\S046\008429.npz,18,19,False
8430,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,10,25600,30720,train,,processed\S046\008430.npz,18,18,False
8431,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,11,28160,33280,train,,processed\S046\008431.npz,18,19,False
8432,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,12,30720,35840,train,,processed\S046\008432.npz,18,18,False
8433,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,13,33280,38400,train,,processed\S046\008433.npz,17,17,False
8434,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,14,35840,40960,train,,processed\S046\008434.npz,18,18,False
8435,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,15,38400,43520,train,,processed\S046\008435.npz,18,18,False
8436,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,16,40960,46080,train,,processed\S046\008436.npz,18,18,False
8437,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,17,43520,48640,train,,processed\S046\008437.npz,18,19,False
8438,S046,henri,5,stairs_down,False,1,batch5\stairs down\climbing-down-henri.csv,18,46080,51200,train,,processed\S046\008438.npz,17,18,False
